".rownames","EmploymentStatus.fctr.predict.Final.rpart"
"94088","Not.in.Labor.Force"
"108928","Not.in.Labor.Force"
"94090","Not.in.Labor.Force"
"88188","Not.in.Labor.Force"
"2325","Not.in.Labor.Force"
"50801","Not.in.Labor.Force"
"2326","Not.in.Labor.Force"
"70497","Not.in.Labor.Force"
"52799","Not.in.Labor.Force"
"108971","Not.in.Labor.Force"
"94131","Not.in.Labor.Force"
"108974","Not.in.Labor.Force"
"23280","Not.in.Labor.Force"
"94152","Not.in.Labor.Force"
"52820","Not.in.Labor.Force"
"106040","Not.in.Labor.Force"
"94163","Not.in.Labor.Force"
"2626","Not.in.Labor.Force"
"52834","Not.in.Labor.Force"
"43983","Not.in.Labor.Force"
"23327","Not.in.Labor.Force"
"109024","Not.in.Labor.Force"
"45966","Not.in.Labor.Force"
"23333","Not.in.Labor.Force"
"52860","Not.in.Labor.Force"
"106082","Not.in.Labor.Force"
"2039","Disabled"
"52869","Not.in.Labor.Force"
"44010","Not.in.Labor.Force"
"88300","Not.in.Labor.Force"
"106095","Not.in.Labor.Force"
"23352","Not.in.Labor.Force"
"38115","Not.in.Labor.Force"
"106101","Not.in.Labor.Force"
"88320","Not.in.Labor.Force"
"52893","Not.in.Labor.Force"
"52894","Not.in.Labor.Force"
"106114","Not.in.Labor.Force"
"106115","Not.in.Labor.Force"
"106116","Not.in.Labor.Force"
"106119","Not.in.Labor.Force"
"109073","Not.in.Labor.Force"
"23381","Not.in.Labor.Force"
"52907","Not.in.Labor.Force"
"94241","Not.in.Labor.Force"
"2634","Not.in.Labor.Force"
"106134","Not.in.Labor.Force"
"4406","Not.in.Labor.Force"
"1454","Not.in.Labor.Force"
"109098","Not.in.Labor.Force"
"52926","Not.in.Labor.Force"
"44096","Not.in.Labor.Force"
"52954","Not.in.Labor.Force"
"38197","Not.in.Labor.Force"
"97258","Not.in.Labor.Force"
"115049","Not.in.Labor.Force"
"106195","Not.in.Labor.Force"
"94311","Not.in.Labor.Force"
"109154","Not.in.Labor.Force"
"118010","Not.in.Labor.Force"
"118011","Not.in.Labor.Force"
"23464","Not.in.Labor.Force"
"115067","Not.in.Labor.Force"
"109165","Not.in.Labor.Force"
"109168","Not.in.Labor.Force"
"118027","Not.in.Labor.Force"
"2643","Not.in.Labor.Force"
"109175","Not.in.Labor.Force"
"70724","Not.in.Labor.Force"
"106236","Not.in.Labor.Force"
"109196","Not.in.Labor.Force"
"44167","Not.in.Labor.Force"
"1761","Not.in.Labor.Force"
"118074","Not.in.Labor.Force"
"1467","Not.in.Labor.Force"
"97340","Not.in.Labor.Force"
"97344","Not.in.Labor.Force"
"44206","Not.in.Labor.Force"
"115142","Not.in.Labor.Force"
"1764","Not.in.Labor.Force"
"1469","Not.in.Labor.Force"
"106297","Not.in.Labor.Force"
"118109","Not.in.Labor.Force"
"115161","Not.in.Labor.Force"
"106307","Not.in.Labor.Force"
"106308","Not.in.Labor.Force"
"115166","Not.in.Labor.Force"
"118119","Not.in.Labor.Force"
"44235","Not.in.Labor.Force"
"115179","Not.in.Labor.Force"
"109277","Not.in.Labor.Force"
"109282","Not.in.Labor.Force"
"44261","Not.in.Labor.Force"
"915","Not.in.Labor.Force"
"34858","Not.in.Labor.Force"
"115213","Not.in.Labor.Force"
"115214","Not.in.Labor.Force"
"109311","Not.in.Labor.Force"
"109312","Not.in.Labor.Force"
"109313","Not.in.Labor.Force"
"106364","Not.in.Labor.Force"
"44289","Not.in.Labor.Force"
"71852","Not.in.Labor.Force"
"106377","Not.in.Labor.Force"
"23638","Not.in.Labor.Force"
"118198","Not.in.Labor.Force"
"109348","Not.in.Labor.Force"
"106398","Not.in.Labor.Force"
"1064","Not.in.Labor.Force"
"109356","Not.in.Labor.Force"
"106404","Not.in.Labor.Force"
"1776","Not.in.Labor.Force"
"115271","Not.in.Labor.Force"
"109369","Not.in.Labor.Force"
"118228","Not.in.Labor.Force"
"115280","Not.in.Labor.Force"
"106424","Not.in.Labor.Force"
"106426","Not.in.Labor.Force"
"106427","Not.in.Labor.Force"
"115287","Not.in.Labor.Force"
"115288","Not.in.Labor.Force"
"115289","Not.in.Labor.Force"
"115300","Not.in.Labor.Force"
"118254","Not.in.Labor.Force"
"38466","Not.in.Labor.Force"
"106454","Not.in.Labor.Force"
"38473","Not.in.Labor.Force"
"115312","Not.in.Labor.Force"
"106460","Not.in.Labor.Force"
"106474","Not.in.Labor.Force"
"38493","Not.in.Labor.Force"
"85733","Not.in.Labor.Force"
"118290","Not.in.Labor.Force"
"115341","Not.in.Labor.Force"
"106488","Not.in.Labor.Force"
"106489","Not.in.Labor.Force"
"106496","Not.in.Labor.Force"
"115357","Not.in.Labor.Force"
"106512","Not.in.Labor.Force"
"115377","Not.in.Labor.Force"
"106526","Not.in.Labor.Force"
"115385","Not.in.Labor.Force"
"115386","Not.in.Labor.Force"
"5398","Not.in.Labor.Force"
"115403","Not.in.Labor.Force"
"115406","Not.in.Labor.Force"
"97619","Not.in.Labor.Force"
"69080","Not.in.Labor.Force"
"72043","Not.in.Labor.Force"
"97634","Not.in.Labor.Force"
"106578","Not.in.Labor.Force"
"106579","Not.in.Labor.Force"
"50514","Not.in.Labor.Force"
"106580","Not.in.Labor.Force"
"115442","Not.in.Labor.Force"
"106594","Not.in.Labor.Force"
"118418","Not.in.Labor.Force"
"115467","Not.in.Labor.Force"
"115468","Not.in.Labor.Force"
"106613","Not.in.Labor.Force"
"106615","Not.in.Labor.Force"
"106616","Not.in.Labor.Force"
"106617","Not.in.Labor.Force"
"115475","Not.in.Labor.Force"
"106620","Not.in.Labor.Force"
"106621","Not.in.Labor.Force"
"115481","Not.in.Labor.Force"
"2389","Not.in.Labor.Force"
"106645","Not.in.Labor.Force"
"106646","Not.in.Labor.Force"
"106647","Not.in.Labor.Force"
"115512","Not.in.Labor.Force"
"115514","Not.in.Labor.Force"
"106659","Not.in.Labor.Force"
"106664","Not.in.Labor.Force"
"118474","Not.in.Labor.Force"
"85939","Not.in.Labor.Force"
"115539","Not.in.Labor.Force"
"62336","Not.in.Labor.Force"
"128371","Not.in.Labor.Force"
"106723","Not.in.Labor.Force"
"106730","Not.in.Labor.Force"
"106731","Not.in.Labor.Force"
"50570","Not.in.Labor.Force"
"50571","Not.in.Labor.Force"
"86005","Not.in.Labor.Force"
"88962","Not.in.Labor.Force"
"115616","Not.in.Labor.Force"
"45670","Not.in.Labor.Force"
"115627","Not.in.Labor.Force"
"53550","Not.in.Labor.Force"
"106784","Not.in.Labor.Force"
"62424","Not.in.Labor.Force"
"115648","Not.in.Labor.Force"
"50619","Not.in.Labor.Force"
"50620","Not.in.Labor.Force"
"115651","Not.in.Labor.Force"
"115656","Not.in.Labor.Force"
"50627","Not.in.Labor.Force"
"115672","Not.in.Labor.Force"
"106823","Not.in.Labor.Force"
"1523","Not.in.Labor.Force"
"115691","Not.in.Labor.Force"
"50663","Not.in.Labor.Force"
"50664","Not.in.Labor.Force"
"65432","Not.in.Labor.Force"
"72322","Not.in.Labor.Force"
"115708","Not.in.Labor.Force"
"41836","Not.in.Labor.Force"
"41839","Not.in.Labor.Force"
"1527","Not.in.Labor.Force"
"50698","Not.in.Labor.Force"
"41846","Not.in.Labor.Force"
"41847","Not.in.Labor.Force"
"53660","Not.in.Labor.Force"
"41853","Not.in.Labor.Force"
"41854","Not.in.Labor.Force"
"115743","Not.in.Labor.Force"
"106891","Not.in.Labor.Force"
"106892","Not.in.Labor.Force"
"106898","Not.in.Labor.Force"
"41871","Not.in.Labor.Force"
"41879","Not.in.Labor.Force"
"106908","Not.in.Labor.Force"
"41881","Not.in.Labor.Force"
"106910","Not.in.Labor.Force"
"1827","Not.in.Labor.Force"
"59604","Not.in.Labor.Force"
"1532","Not.in.Labor.Force"
"57638","Not.in.Labor.Force"
"106926","Not.in.Labor.Force"
"41904","Not.in.Labor.Force"
"115792","Not.in.Labor.Force"
"1534","Not.in.Labor.Force"
"41912","Not.in.Labor.Force"
"72421","Not.in.Labor.Force"
"115807","Not.in.Labor.Force"
"115809","Not.in.Labor.Force"
"41927","Not.in.Labor.Force"
"115825","Not.in.Labor.Force"
"50800","Not.in.Labor.Force"
"41947","Not.in.Labor.Force"
"89187","Not.in.Labor.Force"
"41953","Not.in.Labor.Force"
"41954","Not.in.Labor.Force"
"53765","Not.in.Labor.Force"
"41959","Not.in.Labor.Force"
"115845","Not.in.Labor.Force"
"115851","Not.in.Labor.Force"
"41969","Not.in.Labor.Force"
"115855","Not.in.Labor.Force"
"41987","Not.in.Labor.Force"
"1542","Not.in.Labor.Force"
"115881","Not.in.Labor.Force"
"115882","Not.in.Labor.Force"
"1543","Not.in.Labor.Force"
"107044","Not.in.Labor.Force"
"42033","Not.in.Labor.Force"
"118879","Not.in.Labor.Force"
"42042","Not.in.Labor.Force"
"42047","Not.in.Labor.Force"
"115934","Not.in.Labor.Force"
"115935","Not.in.Labor.Force"
"42051","Not.in.Labor.Force"
"42061","Not.in.Labor.Force"
"42064","Not.in.Labor.Force"
"42067","Not.in.Labor.Force"
"42068","Not.in.Labor.Force"
"42069","Not.in.Labor.Force"
"118908","Not.in.Labor.Force"
"70607","Not.in.Labor.Force"
"107103","Not.in.Labor.Force"
"107104","Not.in.Labor.Force"
"71600","Not.in.Labor.Force"
"72585","Not.in.Labor.Force"
"50943","Not.in.Labor.Force"
"107115","Not.in.Labor.Force"
"124832","Not.in.Labor.Force"
"2438","Not.in.Labor.Force"
"107127","Not.in.Labor.Force"
"107128","Not.in.Labor.Force"
"42104","Not.in.Labor.Force"
"42111","Not.in.Labor.Force"
"42112","Not.in.Labor.Force"
"42118","Not.in.Labor.Force"
"1555","Not.in.Labor.Force"
"107157","Not.in.Labor.Force"
"118973","Not.in.Labor.Force"
"107165","Not.in.Labor.Force"
"107183","Not.in.Labor.Force"
"107185","Not.in.Labor.Force"
"71681","Not.in.Labor.Force"
"107188","Not.in.Labor.Force"
"107189","Not.in.Labor.Force"
"42164","Not.in.Labor.Force"
"42178","Not.in.Labor.Force"
"116065","Not.in.Labor.Force"
"116081","Not.in.Labor.Force"
"42197","Not.in.Labor.Force"
"34323","Not.in.Labor.Force"
"68783","Not.in.Labor.Force"
"80596","Not.in.Labor.Force"
"42226","Not.in.Labor.Force"
"124971","Not.in.Labor.Force"
"34356","Not.in.Labor.Force"
"71767","Not.in.Labor.Force"
"71773","Not.in.Labor.Force"
"42252","Not.in.Labor.Force"
"107286","Not.in.Labor.Force"
"107287","Not.in.Labor.Force"
"68849","Not.in.Labor.Force"
"125019","Not.in.Labor.Force"
"34401","Not.in.Labor.Force"
"38345","Not.in.Labor.Force"
"65905","Not.in.Labor.Force"
"68860","Not.in.Labor.Force"
"68866","Not.in.Labor.Force"
"68873","Not.in.Labor.Force"
"2459","Not.in.Labor.Force"
"68883","Not.in.Labor.Force"
"68888","Not.in.Labor.Force"
"45268","Not.in.Labor.Force"
"1870","Not.in.Labor.Force"
"95463","Not.in.Labor.Force"
"2756","Not.in.Labor.Force"
"68896","Not.in.Labor.Force"
"2461","Not.in.Labor.Force"
"1576","Not.in.Labor.Force"
"107360","Not.in.Labor.Force"
"95483","Not.in.Labor.Force"
"68916","Not.in.Labor.Force"
"107386","Not.in.Labor.Force"
"116244","Not.in.Labor.Force"
"65979","Not.in.Labor.Force"
"71887","Not.in.Labor.Force"
"123143","Not.in.Labor.Force"
"45335","Not.in.Labor.Force"
"119225","Not.in.Labor.Force"
"68964","Not.in.Labor.Force"
"62074","Not.in.Labor.Force"
"34521","Not.in.Labor.Force"
"125146","Not.in.Labor.Force"
"45374","Not.in.Labor.Force"
"119261","Not.in.Labor.Force"
"119262","Not.in.Labor.Force"
"1881","Not.in.Labor.Force"
"119268","Not.in.Labor.Force"
"45388","Not.in.Labor.Force"
"125181","Not.in.Labor.Force"
"45395","Not.in.Labor.Force"
"69024","Not.in.Labor.Force"
"69033","Not.in.Labor.Force"
"107496","Not.in.Labor.Force"
"119317","Not.in.Labor.Force"
"107511","Not.in.Labor.Force"
"69059","Not.in.Labor.Force"
"69060","Not.in.Labor.Force"
"45449","Not.in.Labor.Force"
"1593","Not.in.Labor.Force"
"66134","Not.in.Labor.Force"
"4547","Not.in.Labor.Force"
"119357","Not.in.Labor.Force"
"107552","Not.in.Labor.Force"
"4548","Not.in.Labor.Force"
"69105","Not.in.Labor.Force"
"62217","Not.in.Labor.Force"
"1893","Not.in.Labor.Force"
"69127","Not.in.Labor.Force"
"45522","Not.in.Labor.Force"
"107603","Not.in.Labor.Force"
"4258","Not.in.Labor.Force"
"69156","Not.in.Labor.Force"
"116470","Not.in.Labor.Force"
"119426","Not.in.Labor.Force"
"4259","Not.in.Labor.Force"
"69162","Not.in.Labor.Force"
"69163","Not.in.Labor.Force"
"45544","Not.in.Labor.Force"
"95745","Not.in.Labor.Force"
"107641","Not.in.Labor.Force"
"95758","Not.in.Labor.Force"
"69198","Not.in.Labor.Force"
"45581","Not.in.Labor.Force"
"116515","Not.in.Labor.Force"
"107664","Not.in.Labor.Force"
"2493","Not.in.Labor.Force"
"119486","Not.in.Labor.Force"
"72178","Not.in.Labor.Force"
"2495","Not.in.Labor.Force"
"781","Not.in.Labor.Force"
"95817","Not.in.Labor.Force"
"69259","Not.in.Labor.Force"
"95833","Not.in.Labor.Force"
"1612","Not.in.Labor.Force"
"2498","Not.in.Labor.Force"
"4270","Not.in.Labor.Force"
"34834","Not.in.Labor.Force"
"119551","Not.in.Labor.Force"
"45668","Not.in.Labor.Force"
"108729","Not.in.Labor.Force"
"45671","Not.in.Labor.Force"
"45678","Not.in.Labor.Force"
"45679","Not.in.Labor.Force"
"5160","Not.in.Labor.Force"
"70308","Not.in.Labor.Force"
"72290","Not.in.Labor.Force"
"54581","Not.in.Labor.Force"
"125515","Not.in.Labor.Force"
"45726","Not.in.Labor.Force"
"76233","Not.in.Labor.Force"
"45730","Not.in.Labor.Force"
"2802","Not.in.Labor.Force"
"122598","Not.in.Labor.Force"
"69381","Not.in.Labor.Force"
"70369","Not.in.Labor.Force"
"34940","Not.in.Labor.Force"
"16246","Not.in.Labor.Force"
"5463","Not.in.Labor.Force"
"72348","Not.in.Labor.Force"
"122617","Not.in.Labor.Force"
"126554","Not.in.Labor.Force"
"4283","Not.in.Labor.Force"
"122621","Not.in.Labor.Force"
"36928","Not.in.Labor.Force"
"72355","Not.in.Labor.Force"
"125586","Not.in.Labor.Force"
"16275","Not.in.Labor.Force"
"16276","Not.in.Labor.Force"
"36945","Not.in.Labor.Force"
"125597","Not.in.Labor.Force"
"16285","Not.in.Labor.Force"
"36957","Not.in.Labor.Force"
"16297","Not.in.Labor.Force"
"38274","Not.in.Labor.Force"
"69443","Not.in.Labor.Force"
"72396","Not.in.Labor.Force"
"50090","Not.in.Labor.Force"
"72404","Not.in.Labor.Force"
"108897","Not.in.Labor.Force"
"2517","Not.in.Labor.Force"
"69459","Not.in.Labor.Force"
"16316","Not.in.Labor.Force"
"125631","Not.in.Labor.Force"
"122681","Not.in.Labor.Force"
"16323","Not.in.Labor.Force"
"125639","Not.in.Labor.Force"
"16329","Not.in.Labor.Force"
"2519","Not.in.Labor.Force"
"75490","Not.in.Labor.Force"
"108922","Not.in.Labor.Force"
"45868","Not.in.Labor.Force"
"16348","Not.in.Labor.Force"
"125663","Not.in.Labor.Force"
"77034","Not.in.Labor.Force"
"70480","Not.in.Labor.Force"
"52774","Not.in.Labor.Force"
"43925","Not.in.Labor.Force"
"16375","Not.in.Labor.Force"
"69518","Not.in.Labor.Force"
"125692","Not.in.Labor.Force"
"125693","Not.in.Labor.Force"
"1934","Not.in.Labor.Force"
"1642","Not.in.Labor.Force"
"19376","Not.in.Labor.Force"
"125739","Not.in.Labor.Force"
"16425","Not.in.Labor.Force"
"16426","Not.in.Labor.Force"
"16427","Not.in.Labor.Force"
"45954","Not.in.Labor.Force"
"2824","Not.in.Labor.Force"
"45962","Not.in.Labor.Force"
"1644","Not.in.Labor.Force"
"5187","Not.in.Labor.Force"
"16446","Not.in.Labor.Force"
"37113","Not.in.Labor.Force"
"45973","Not.in.Labor.Force"
"45974","Not.in.Labor.Force"
"16451","Not.in.Labor.Force"
"66645","Not.in.Labor.Force"
"54178","Not.in.Labor.Force"
"38114","Not.in.Labor.Force"
"4304","Not.in.Labor.Force"
"125787","Not.in.Labor.Force"
"2730","Not.in.Labor.Force"
"69624","Not.in.Labor.Force"
"125796","Not.in.Labor.Force"
"69630","Not.in.Labor.Force"
"125803","Not.in.Labor.Force"
"125805","Not.in.Labor.Force"
"72587","Not.in.Labor.Force"
"69641","Not.in.Labor.Force"
"69642","Not.in.Labor.Force"
"69646","Not.in.Labor.Force"
"37173","Not.in.Labor.Force"
"1651","Not.in.Labor.Force"
"125826","Not.in.Labor.Force"
"44413","Not.in.Labor.Force"
"4606","Not.in.Labor.Force"
"1950","Not.in.Labor.Force"
"69695","Not.in.Labor.Force"
"117999","Not.in.Labor.Force"
"1656","Not.in.Labor.Force"
"69704","Not.in.Labor.Force"
"122922","Not.in.Labor.Force"
"69709","Not.in.Labor.Force"
"1657","Not.in.Labor.Force"
"1854","Not.in.Labor.Force"
"109167","Not.in.Labor.Force"
"52011","Not.in.Labor.Force"
"125902","Not.in.Labor.Force"
"52020","Not.in.Labor.Force"
"19551","Not.in.Labor.Force"
"19552","Not.in.Labor.Force"
"34320","Not.in.Labor.Force"
"125929","Not.in.Labor.Force"
"69761","Not.in.Labor.Force"
"90427","Not.in.Labor.Force"
"125936","Not.in.Labor.Force"
"69771","Not.in.Labor.Force"
"95359","Not.in.Labor.Force"
"52067","Not.in.Labor.Force"
"46181","Not.in.Labor.Force"
"1666","Not.in.Labor.Force"
"46185","Not.in.Labor.Force"
"5800","Not.in.Labor.Force"
"1667","Not.in.Labor.Force"
"125994","Not.in.Labor.Force"
"69827","Not.in.Labor.Force"
"52116","Not.in.Labor.Force"
"97381","Not.in.Labor.Force"
"46214","Not.in.Labor.Force"
"69851","Not.in.Labor.Force"
"50168","Not.in.Labor.Force"
"53129","Not.in.Labor.Force"
"88568","Not.in.Labor.Force"
"34439","Not.in.Labor.Force"
"65283","Not.in.Labor.Force"
"93498","Not.in.Labor.Force"
"75792","Not.in.Labor.Force"
"126060","Not.in.Labor.Force"
"69892","Not.in.Labor.Force"
"69897","Not.in.Labor.Force"
"126070","Not.in.Labor.Force"
"5810","Not.in.Labor.Force"
"69916","Not.in.Labor.Force"
"109379","Not.in.Labor.Force"
"23689","Not.in.Labor.Force"
"2566","Not.in.Labor.Force"
"126117","Not.in.Labor.Force"
"69956","Not.in.Labor.Force"
"126125","Not.in.Labor.Force"
"75859","Not.in.Labor.Force"
"22720","Not.in.Labor.Force"
"69969","Not.in.Labor.Force"
"34538","Not.in.Labor.Force"
"1683","Not.in.Labor.Force"
"69977","Not.in.Labor.Force"
"126149","Not.in.Labor.Force"
"93598","Not.in.Labor.Force"
"118294","Not.in.Labor.Force"
"93629","Not.in.Labor.Force"
"22772","Not.in.Labor.Force"
"77013","Not.in.Labor.Force"
"126192","Not.in.Labor.Force"
"126197","Not.in.Labor.Force"
"2279","Not.in.Labor.Force"
"75944","Not.in.Labor.Force"
"1690","Not.in.Labor.Force"
"70044","Not.in.Labor.Force"
"730","Not.in.Labor.Force"
"70049","Not.in.Labor.Force"
"70055","Not.in.Labor.Force"
"118362","Not.in.Labor.Force"
"88758","Not.in.Labor.Force"
"52354","Not.in.Labor.Force"
"70070","Not.in.Labor.Force"
"1693","Not.in.Labor.Force"
"50399","Not.in.Labor.Force"
"88780","Not.in.Labor.Force"
"38596","Not.in.Labor.Force"
"72059","Not.in.Labor.Force"
"126265","Not.in.Labor.Force"
"34667","Not.in.Labor.Force"
"46491","Not.in.Labor.Force"
"118422","Not.in.Labor.Force"
"85872","Not.in.Labor.Force"
"34699","Not.in.Labor.Force"
"1699","Not.in.Labor.Force"
"34709","Not.in.Labor.Force"
"70142","Not.in.Labor.Force"
"34713","Not.in.Labor.Force"
"126315","Not.in.Labor.Force"
"70149","Not.in.Labor.Force"
"93769","Not.in.Labor.Force"
"70153","Not.in.Labor.Force"
"126326","Not.in.Labor.Force"
"93779","Not.in.Labor.Force"
"93780","Not.in.Labor.Force"
"87888","Not.in.Labor.Force"
"70178","Not.in.Labor.Force"
"76091","Not.in.Labor.Force"
"4362","Not.in.Labor.Force"
"131282","Not.in.Labor.Force"
"131283","Not.in.Labor.Force"
"2591","Not.in.Labor.Force"
"52482","Not.in.Labor.Force"
"52484","Not.in.Labor.Force"
"76102","Not.in.Labor.Force"
"70216","Not.in.Labor.Force"
"34789","Not.in.Labor.Force"
"2889","Not.in.Labor.Force"
"118526","Not.in.Labor.Force"
"1413","Not.in.Labor.Force"
"34807","Not.in.Labor.Force"
"5253","Not.in.Labor.Force"
"108705","Not.in.Labor.Force"
"67305","Not.in.Labor.Force"
"67313","Not.in.Labor.Force"
"31895","Not.in.Labor.Force"
"108736","Not.in.Labor.Force"
"31897","Not.in.Labor.Force"
"70281","Not.in.Labor.Force"
"31904","Not.in.Labor.Force"
"2600","Not.in.Labor.Force"
"108754","Not.in.Labor.Force"
"126470","Not.in.Labor.Force"
"126472","Not.in.Labor.Force"
"67351","Not.in.Labor.Force"
"118606","Not.in.Labor.Force"
"126480","Not.in.Labor.Force"
"5555","Not.in.Labor.Force"
"93933","Not.in.Labor.Force"
"76227","Not.in.Labor.Force"
"76228","Not.in.Labor.Force"
"20136","Not.in.Labor.Force"
"2309","Not.in.Labor.Force"
"108791","Not.in.Labor.Force"
"52621","Not.in.Labor.Force"
"62138","Not.in.Labor.Force"
"93961","Not.in.Labor.Force"
"108801","Not.in.Labor.Force"
"52632","Not.in.Labor.Force"
"930","Not.in.Labor.Force"
"34941","Not.in.Labor.Force"
"108841","Not.in.Labor.Force"
"108868","Not.in.Labor.Force"
"1432","Not.in.Labor.Force"
"88131","Not.in.Labor.Force"
"1433","Not.in.Labor.Force"
"2910","Not.in.Labor.Force"
"108896","Not.in.Labor.Force"
"1731","Not.in.Labor.Force"
"97449","Not.in.Labor.Force"
"88176","Not.in.Labor.Force"
"115810","Not.in.Labor.Force"
"57670","Not.in.Labor.Force"
"89182","Not.in.Labor.Force"
"108949","Not.in.Labor.Force"
"108951","Not.in.Labor.Force"
"46876","Not.in.Labor.Force"
"108955","Not.in.Labor.Force"
"108959","Not.in.Labor.Force"
"108965","Not.in.Labor.Force"
"108966","Not.in.Labor.Force"
"23272","Not.in.Labor.Force"
"2918","Not.in.Labor.Force"
"108975","Not.in.Labor.Force"
"52806","Not.in.Labor.Force"
"76430","Not.in.Labor.Force"
"23296","Not.in.Labor.Force"
"23298","Not.in.Labor.Force"
"66612","Not.in.Labor.Force"
"52857","Not.in.Labor.Force"
"52859","Not.in.Labor.Force"
"118878","Not.in.Labor.Force"
"52867","Not.in.Labor.Force"
"88299","Not.in.Labor.Force"
"71569","Not.in.Labor.Force"
"59759","Not.in.Labor.Force"
"94210","Not.in.Labor.Force"
"2927","Not.in.Labor.Force"
"38130","Not.in.Labor.Force"
"109078","Not.in.Labor.Force"
"2043","Not.in.Labor.Force"
"88339","Not.in.Labor.Force"
"1749","Not.in.Labor.Force"
"2930","Not.in.Labor.Force"
"80473","Not.in.Labor.Force"
"50186","Not.in.Labor.Force"
"38165","Not.in.Labor.Force"
"129772","Not.in.Labor.Force"
"52937","Not.in.Labor.Force"
"23416","Not.in.Labor.Force"
"65846","Not.in.Labor.Force"
"44091","Not.in.Labor.Force"
"97235","Not.in.Labor.Force"
"38192","Not.in.Labor.Force"
"44099","Not.in.Labor.Force"
"50763","Not.in.Labor.Force"
"2934","Not.in.Labor.Force"
"38198","Not.in.Labor.Force"
"97245","Not.in.Labor.Force"
"44114","Not.in.Labor.Force"
"118007","Not.in.Labor.Force"
"42160","Not.in.Labor.Force"
"94329","Not.in.Labor.Force"
"94331","Not.in.Labor.Force"
"97286","Not.in.Labor.Force"
"109177","Not.in.Labor.Force"
"71702","Not.in.Labor.Force"
"72038","Not.in.Labor.Force"
"109187","Not.in.Labor.Force"
"4416","Not.in.Labor.Force"
"118056","Not.in.Labor.Force"
"1760","Not.in.Labor.Force"
"97311","Not.in.Labor.Force"
"118062","Not.in.Labor.Force"
"118063","Not.in.Labor.Force"
"118064","Not.in.Labor.Force"
"38276","Not.in.Labor.Force"
"118072","Not.in.Labor.Force"
"94379","Not.in.Labor.Force"
"1762","Not.in.Labor.Force"
"44192","Not.in.Labor.Force"
"94386","Not.in.Labor.Force"
"118084","Not.in.Labor.Force"
"118085","Not.in.Labor.Force"
"109232","Not.in.Labor.Force"
"44207","Not.in.Labor.Force"
"38305","Not.in.Labor.Force"
"118100","Not.in.Labor.Force"
"44217","Not.in.Labor.Force"
"109252","Not.in.Labor.Force"
"109267","Not.in.Labor.Force"
"109268","Not.in.Labor.Force"
"109276","Not.in.Labor.Force"
"118138","Not.in.Labor.Force"
"115188","Not.in.Labor.Force"
"85595","Not.in.Labor.Force"
"118148","Not.in.Labor.Force"
"54105","Not.in.Labor.Force"
"109304","Not.in.Labor.Force"
"109305","Not.in.Labor.Force"
"109306","Not.in.Labor.Force"
"68884","Not.in.Labor.Force"
"109315","Not.in.Labor.Force"
"118181","Not.in.Labor.Force"
"85634","Not.in.Labor.Force"
"109335","Not.in.Labor.Force"
"118197","Not.in.Labor.Force"
"109341","Not.in.Labor.Force"
"54157","Not.in.Labor.Force"
"44324","Not.in.Labor.Force"
"44325","Not.in.Labor.Force"
"109357","Not.in.Labor.Force"
"38431","Not.in.Labor.Force"
"2072","Not.in.Labor.Force"
"109370","Not.in.Labor.Force"
"38437","Not.in.Labor.Force"
"118229","Not.in.Labor.Force"
"2171","Not.in.Labor.Force"
"109397","Not.in.Labor.Force"
"75860","Not.in.Labor.Force"
"118263","Not.in.Labor.Force"
"4438","Not.in.Labor.Force"
"65051","Not.in.Labor.Force"
"44387","Not.in.Labor.Force"
"44388","Not.in.Labor.Force"
"65055","Not.in.Labor.Force"
"1782","Not.in.Labor.Force"
"44397","Not.in.Labor.Force"
"5622","Not.in.Labor.Force"
"115345","Not.in.Labor.Force"
"109442","Not.in.Labor.Force"
"45401","Not.in.Labor.Force"
"109451","Not.in.Labor.Force"
"109452","Not.in.Labor.Force"
"85769","Not.in.Labor.Force"
"1787","Not.in.Labor.Force"
"38539","Not.in.Labor.Force"
"65121","Not.in.Labor.Force"
"95636","Not.in.Labor.Force"
"1790","Not.in.Labor.Force"
"97616","Not.in.Labor.Force"
"95645","Not.in.Labor.Force"
"97627","Not.in.Labor.Force"
"38583","Not.in.Labor.Force"
"97637","Not.in.Labor.Force"
"38589","Not.in.Labor.Force"
"118390","Not.in.Labor.Force"
"97448","Not.in.Labor.Force"
"115451","Not.in.Labor.Force"
"65298","Not.in.Labor.Force"
"118412","Not.in.Labor.Force"
"118419","Not.in.Labor.Force"
"85889","Not.in.Labor.Force"
"44556","Not.in.Labor.Force"
"118444","Not.in.Labor.Force"
"118449","Not.in.Labor.Force"
"65229","Not.in.Labor.Force"
"118473","Not.in.Labor.Force"
"38684","Not.in.Labor.Force"
"53447","Not.in.Labor.Force"
"38691","Not.in.Labor.Force"
"125373","Not.in.Labor.Force"
"85936","Not.in.Labor.Force"
"85937","Not.in.Labor.Force"
"53460","Not.in.Labor.Force"
"74130","Not.in.Labor.Force"
"118503","Not.in.Labor.Force"
"118505","Not.in.Labor.Force"
"5643","Not.in.Labor.Force"
"50525","Not.in.Labor.Force"
"50526","Not.in.Labor.Force"
"62341","Not.in.Labor.Force"
"65299","Not.in.Labor.Force"
"2692","Not.in.Labor.Force"
"118520","Not.in.Labor.Force"
"118521","Not.in.Labor.Force"
"119508","Not.in.Labor.Force"
"118527","Not.in.Labor.Force"
"2693","Not.in.Labor.Force"
